11. May 2019 | 22:33:29 | - SpeedhackDetection = 1
11. May 2019 | 22:33:29 | 0 IP-bans have been loaded.
11. May 2019 | 22:33:29 | 0 temporary bans have been loaded.
11. May 2019 | 22:33:29 | 0 whitelist entries have been loaded.
11. May 2019 | 22:33:29 | 1 blacklist entries have been loaded.
11. May 2019 | 22:33:29 | 12 bad words have been loaded.
11. May 2019 | 22:33:29 | 0 forbidden weapons have been loaded.
11. May 2019 | 22:33:29 | JunkBuster has been configurated.
11. May 2019 | 22:33:29 | JunkBuster (v11) has successfully been loaded.
11. May 2019 | 22:33:53 | Loading JunkBuster...
11. May 2019 | 22:33:53 | Current JunkBuster configuration: 
11. May 2019 | 22:33:53 | - WeaponHack = 1
11. May 2019 | 22:33:53 | - MoneyHack = 1
11. May 2019 | 22:33:53 | - Jetpack = 0
11. May 2019 | 22:33:53 | - HealthHack = 0
11. May 2019 | 22:33:53 | - ArmourHack = 1
11. May 2019 | 22:33:53 | - DriveBy = 3
11. May 2019 | 22:33:53 | - Spam = 1
11. May 2019 | 22:33:53 | - CommandSpam = 0
